t,v_10,v_90
58.83333333,2.406793333,21.34099333
58.86666667,2.37872,21.32043
58.9,2.350646667,21.29986667
58.93333333,2.310173333,21.29169333
58.96666667,2.28076,21.28352
59,2.269103333,21.27534667
59.03333333,2.251286667,21.26717333
59.06666667,2.25942,21.259
59.1,2.267646667,21.25082667
59.13333333,2.275873333,21.24265333
59.16666667,2.2841,21.23448
59.2,2.292326667,21.22630667
59.23333333,2.300553333,21.21813333
59.26666667,2.30878,21.20996
59.3,2.317006667,21.20178667
59.33333333,2.325233333,21.19361333
59.36666667,2.33346,21.18544
59.4,2.341686667,21.17726667
59.43333333,2.349913333,21.16909333
59.46666667,2.35814,21.1634
59.5,2.366366667,21.16018667
59.53333333,2.374593333,21.15697333
59.56666667,2.38282,21.15376
59.6,2.391046667,21.17334333
59.63333333,2.399273333,21.19292667
59.66666667,2.4075,21.21251
59.7,2.415726667,21.23209333
59.73333333,2.423953333,21.25167667
59.76666667,2.43218,21.27126
59.8,2.434006667,21.2708
59.83333333,2.430793333,21.25592
59.86666667,2.42758,21.24104
59.9,2.424366667,21.22616
59.93333333,2.421153333,21.21128
59.96666667,2.41794,21.1964
60,2.409766667,21.18152
60.03333333,2.401593333,21.16416
60.06666667,2.39342,21.1468
60.1,2.385246667,21.12944
60.13333333,2.377073333,21.11208
60.16666667,2.3689,21.09472
60.2,2.360726667,21.07736
60.23333333,2.352553333,21.06
60.26666667,2.34438,21.05544
60.3,2.336206667,21.06644
60.33333333,2.328033333,21.08352
60.36666667,2.31986,21.1006
60.4,2.311686667,21.11768
60.43333333,2.303513333,21.13476
60.46666667,2.29534,21.15184
60.5,2.287166667,21.16892
60.53333333,2.278993333,21.186
60.56666667,2.27082,21.16322667
60.6,2.262646667,21.14045333
60.63333333,2.254473333,21.11768
60.66666667,2.2463,21.09490667
60.7,2.238126667,21.07213333
60.73333333,2.229953333,21.05544
60.76666667,2.22178,21.04568
60.8,2.213606667,21.03592
60.83333333,2.205433333,21.02616
60.86666667,2.19726,21.0164
60.9,2.189086667,21.00664
60.93333333,2.180913333,20.99688
60.96666667,2.17274,20.98712
61,2.162086667,20.9856
61.03333333,2.151433333,20.97981333
61.06666667,2.14078,20.97402667
61.1,2.130126667,20.96824
61.13333333,2.119473333,20.96245333
61.16666667,2.10882,20.95666667
61.2,2.098166667,20.95088
61.23333333,2.087513333,20.94103333
61.26666667,2.07686,20.90685
61.3,2.065326667,20.87266667
61.33333333,2.051313333,20.83848333
61.36666667,2.0373,20.8087
61.4,2.023286667,20.79405
61.43333333,2.009273333,20.7794
61.46666667,1.99526,20.76475
61.5,1.981246667,20.7501
61.53333333,1.967233333,20.73545
61.56666667,1.95322,20.7208
61.6,1.939206667,20.73969333
61.63333333,1.925193333,20.75858667
61.66666667,1.91118,20.77748
61.7,1.897166667,20.79637333
61.73333333,1.883153333,20.80369333
61.76666667,1.86914,20.80522667
61.8,1.860006667,20.80676
61.83333333,1.850873333,20.80829333
61.86666667,1.84174,20.80982667
61.9,1.832606667,20.81136
61.93333333,1.823473333,20.81289333
61.96666667,1.81434,20.81442667
62,1.793656667,20.82124
62.03333333,1.772973333,20.83832
62.06666667,1.75229,20.8554
62.1,1.731606667,20.87248
62.13333333,1.710923333,20.88956
62.16666667,1.69024,20.90664
62.2,1.669556667,20.92372
62.23333333,1.648873333,20.9408
62.26666667,1.62819,20.95788
62.3,1.607506667,20.97496
62.33333333,1.586823333,20.99204
62.36666667,1.56614,21.00912
62.4,1.545456667,21.0262
62.43333333,1.524773333,21.04328
62.46666667,1.50409,21.06036
62.5,1.483406667,21.07744
62.53333333,1.462723333,21.09452
62.56666667,1.44204,21.1116
62.6,1.421356667,21.11729333
62.63333333,1.400673333,21.12298667
62.66666667,1.37999,21.12868
62.7,1.359306667,21.13437333
62.73333333,1.338623333,21.14006667
62.76666667,1.31794,21.14576
62.8,1.294816667,21.15145333
62.83333333,1.271693333,21.15714667
62.86666667,1.24857,21.1592
62.9,1.225446667,21.1592
62.93333333,1.202323333,21.1592
62.96666667,1.1792,21.1592
63,1.1792,21.1592
63.03333333,1.1792,21.1592
63.06666667,1.1792,21.1592
63.1,1.1792,21.1592
63.13333333,1.1792,21.1592
63.16666667,1.1792,21.1592
63.2,1.1792,21.1592
63.23333333,1.1792,21.1592
63.26666667,1.1792,21.1592
63.3,1.1792,21.1592
63.33333333,1.1792,21.1592
63.36666667,1.1792,21.1592
63.4,1.1792,21.16556
63.43333333,1.1792,21.17777
63.46666667,1.1792,21.18998
63.5,1.1792,21.20219
63.53333333,1.1792,21.2144
63.56666667,1.1792,21.20219
63.6,1.1792,21.18419333
63.63333333,1.1792,21.16619667
63.66666667,1.1792,21.1482
63.7,1.1792,21.13605333
63.73333333,1.1792,21.1116
63.76666667,1.1792,21.07744
63.8,1.1792,21.04328
63.83333333,1.1792,21.00912
63.86666667,1.1792,20.97496
63.9,1.1792,20.9408
63.93333333,1.1792,20.90664
63.96666667,1.1792,20.87248
64,1.19656,20.83832
64.03333333,1.21392,20.80287667
64.06666667,1.23128,20.78247333
64.1,1.24864,20.76207
64.13333333,1.266,20.74166667
64.16666667,1.28336,20.72126333
64.2,1.30072,20.70086
64.23333333,1.31808,20.68045667
64.26666667,1.33544,20.66005333
64.3,1.3528,20.63965
64.33333333,1.37016,20.61924667
64.36666667,1.38752,20.59884333
64.4,1.40488,20.57844
64.43333333,1.42224,20.55803667
64.46666667,1.4396,20.53763333
64.5,1.45696,20.51723
64.53333333,1.47432,20.49682667
64.56666667,1.49168,20.47642333
64.6,1.50904,20.47554
64.63333333,1.5264,20.47465667
64.66666667,1.54376,20.47377333
64.7,1.56112,20.47289
64.73333333,1.57848,20.47200667
64.76666667,1.59584,20.47112333
64.8,1.61076,20.47024
64.83333333,1.62568,20.46935667
64.86666667,1.6406,20.46847333
64.9,1.65552,20.46759
64.93333333,1.67044,20.46670667
64.96666667,1.68536,20.46582333
65,1.706043333,20.46494
65.03333333,1.726726667,20.47558333
65.06666667,1.74741,20.48622667
65.1,1.768093333,20.49687
65.13333333,1.788776667,20.50751333
65.16666667,1.80946,20.51815667
65.2,1.830143333,20.51132333
65.23333333,1.850826667,20.49886667
65.26666667,1.87151,20.48641
65.3,1.892193333,20.47395333
65.33333333,1.912876667,20.46149667
65.36666667,1.93356,20.44904
65.4,1.954243333,20.43658333
65.43333333,1.974926667,20.43487333
65.46666667,1.99561,20.43883
65.5,2.016293333,20.44278667
65.53333333,2.021523333,20.44674333
65.56666667,2.02574,20.4507
65.6,2.029956667,20.47694667
65.63333333,2.034173333,20.50319333
65.66666667,2.03839,20.52944
65.7,2.042606667,20.55568667
65.73333333,2.046823333,20.58193333
65.76666667,2.05104,20.61162
65.8,2.066643333,20.65117333
65.83333333,2.082246667,20.69072667
65.86666667,2.09785,20.73028
65.9,2.113453333,20.75231
65.93333333,2.129056667,20.76295333
65.96666667,2.14466,20.77359667
66,2.137963333,20.78424
66.03333333,2.131266667,20.78335667
66.06666667,2.12457,20.78247333
66.1,2.117873333,20.78159
66.13333333,2.111176667,20.78289333
66.16666667,2.10448,20.79181
66.2,2.097783333,20.80072667
66.23333333,2.091086667,20.80964333
66.26666667,2.08439,20.81856
66.3,2.07044,20.82747667
66.33333333,2.04397,20.83639333
66.36666667,2.0175,20.84531
66.4,1.99103,20.85422667
66.43333333,1.96456,20.86314333
66.46666667,1.93809,20.87206
66.5,1.91162,20.88097667
66.53333333,1.88515,20.88989333
66.56666667,1.85868,20.89881
66.6,1.83221,20.87356667
66.63333333,1.80574,20.84832333
66.66666667,1.77927,20.82308
66.7,1.7528,20.79783667
66.73333333,1.72633,20.77259333
66.76666667,1.69986,20.74735
66.8,1.67095,20.72210667
66.83333333,1.64204,20.69686333
66.86666667,1.61313,20.67162
66.9,1.58422,20.64871667
66.93333333,1.55531,20.63089333
66.96666667,1.5264,20.62303
67,1.520613333,20.62482
67.03333333,1.514826667,20.63147
67.06666667,1.50904,20.64054
67.1,1.503253333,20.64961
67.13333333,1.497466667,20.65868
67.16666667,1.49168,20.66775
67.2,1.485893333,20.67682
67.23333333,1.480106667,20.68589
67.26666667,1.47432,20.69496
67.3,1.468533333,20.70403
67.33333333,1.462746667,20.7131
67.36666667,1.45696,20.71640667
67.4,1.451173333,20.71971333
67.43333333,1.445386667,20.72302
67.46666667,1.4396,20.72632667
67.5,1.433813333,20.72963333
67.53333333,1.428026667,20.73294
67.56666667,1.42224,20.73624667
67.6,1.416453333,20.73955333
67.63333333,1.410666667,20.74286
67.66666667,1.40488,20.74616667
67.7,1.399093333,20.74947333
67.73333333,1.393306667,20.75278
67.76666667,1.38752,20.75608667
67.8,1.379293333,20.75939333
67.83333333,1.371066667,20.7627
67.86666667,1.36284,20.76600667
67.9,1.354613333,20.76931333
67.93333333,1.346386667,20.77262
67.96666667,1.33816,20.77592667
68,1.33572,20.77923333
68.03333333,1.33328,20.78006
68.06666667,1.33084,20.78088667
68.1,1.3284,20.78557333
68.13333333,1.32596,20.79624
68.16666667,1.32352,20.80690667
68.2,1.32108,20.81757333
68.23333333,1.31864,20.82824
68.26666667,1.3162,20.83890667
68.3,1.31376,20.84957333
68.33333333,1.31132,20.86024
68.36666667,1.30888,20.85357
68.4,1.30644,20.8469
68.43333333,1.304,20.84023
68.46666667,1.30156,20.83356
68.5,1.29912,20.82689
68.53333333,1.29668,20.82022
68.56666667,1.29424,20.81355
68.6,1.2918,20.79956
68.63333333,1.28936,20.78557
68.66666667,1.28692,20.77158
68.7,1.28448,20.75759
68.73333333,1.28204,20.7436
68.76666667,1.2796,20.72961
68.8,1.27228,20.71562
68.83333333,1.26496,20.70163
68.86666667,1.25764,20.68764
68.9,1.25032,20.67365
68.93333333,1.243,20.65966
68.96666667,1.23568,20.64567
69,1.19945,20.63168
69.03333333,1.16322,20.61769
69.06666667,1.12699,20.6037
69.1,1.09076,20.58971
69.13333333,1.05453,20.57572
69.16666667,1.0183,20.56173
69.2,0.98207,20.54774
69.23333333,0.94584,20.53375
69.26666667,0.90961,20.51976
69.3,0.87338,20.50577
69.33333333,0.83715,20.49178
69.36666667,0.80092,20.50667667
69.4,0.76469,20.52397333
69.43333333,0.72846,20.55596
69.46666667,0.69223,20.58794667
69.5,0.656,20.61993333
69.53333333,0.61977,20.65192
69.56666667,0.58354,20.65948667
69.6,0.54731,20.66705333
69.63333333,0.5115,20.67462
69.66666667,0.53309,20.68218667
69.7,0.55468,20.68975333
69.73333333,0.57627,20.69732
69.76666667,0.59786,20.70488667
69.8,0.62677,20.71245333
69.83333333,0.65568,20.72002
69.86666667,0.68459,20.72758667
69.9,0.7135,20.73515333
69.93333333,0.69614,20.74272
69.96666667,0.67878,20.75028667
70,0.66142,20.75785333
70.03333333,0.64406,20.76542
70.06666667,0.6267,20.77298667
70.1,0.60934,20.78055333
70.13333333,0.59198,20.78812
70.16666667,0.57462,20.79568667
70.2,0.55726,20.80325333
70.23333333,0.5399,20.81082
70.26666667,0.52254,20.81838667
70.3,0.50518,20.82595333
70.33333333,0.48782,20.83352
70.36666667,0.47046,20.78329
70.4,0.493303333,20.73652
70.43333333,0.516426667,20.69853
70.46666667,0.53955,20.66054
70.5,0.562673333,20.62255
70.53333333,0.585796667,20.58456
70.56666667,0.60892,20.54657
70.6,0.632043333,20.50858
70.63333333,0.655166667,20.47304
70.66666667,0.67829,20.44497
70.7,0.701413333,20.4169
70.73333333,0.724536667,20.38883
70.76666667,0.74766,20.36076
70.8,0.770783333,20.33269
70.83333333,0.793906667,20.30462
70.86666667,0.81703,20.27655
70.9,0.840153333,20.24848
70.93333333,0.863276667,20.19315
70.96666667,0.8864,20.13782
71,0.926883333,20.08249
71.03333333,0.967366667,20.02716
71.06666667,1.00785,19.97183
71.1,1.048333333,19.92745
71.13333333,1.088816667,19.89188
71.16666667,1.1293,19.85631
71.2,1.169783333,19.84146
71.23333333,1.210266667,19.84032
71.26666667,1.23375,19.84926
71.3,1.2511,19.8582
71.33333333,1.26845,19.86714
71.36666667,1.28444,19.87608
71.4,1.27468,19.88502
71.43333333,1.26492,19.89396
71.46666667,1.25516,19.9029
71.5,1.2454,19.92045
71.53333333,1.23564,19.93918
71.56666667,1.22588,19.95788667
71.6,1.209613333,19.97172333
71.63333333,1.18684,19.98723
71.66666667,1.164066667,20.00604667
71.7,1.141293333,20.02486333
71.73333333,1.11852,20.04368
71.76666667,1.095746667,20.06249667
71.8,1.072973333,20.08131333
71.83333333,1.0502,20.10013
71.86666667,1.061586667,20.11894667
71.9,1.072973333,20.13776333
71.93333333,1.08436,20.15658
71.96666667,1.095746667,20.17539667
72,1.107133333,20.19421333
72.03333333,1.11852,20.21303
72.06666667,1.129906667,20.23184667
72.1,1.141293333,20.25066333
72.13333333,1.15268,20.26948
72.16666667,1.164066667,20.28829667
72.2,1.175453333,20.30711333
72.23333333,1.18684,20.32593
72.26666667,1.198226667,20.34474667
72.3,1.209613333,20.36356333
72.33333333,1.221,20.38238
72.36666667,1.22588,20.38633667
72.4,1.23076,20.39029333
72.43333333,1.23564,20.39425
72.46666667,1.24052,20.39820667
72.5,1.2454,20.40216333
72.53333333,1.25028,20.40612
72.56666667,1.25516,20.37589333
72.6,1.26004,20.34566667
72.63333333,1.26492,20.31544
72.66666667,1.2698,20.28521333
72.7,1.27096,20.25498667
72.73333333,1.25609,20.22476
72.76666667,1.24122,20.19453333
72.8,1.22635,20.16430667
72.83333333,1.198786667,20.13408
72.86666667,1.16409,20.10385333
72.9,1.129393333,20.07362667
72.93333333,1.094696667,20.0434
72.96666667,1.06,20.01317333
73,1.06,19.98294667
73.03333333,1.06,19.95272
73.06666667,1.06,19.92249333
73.1,1.06,19.89226667
73.13333333,1.06,19.86204
73.16666667,1.06,19.83181333
73.2,1.06,19.80158667
73.23333333,1.06,19.77136
73.26666667,1.06,19.74113333
73.3,1.06,19.71090667
73.33333333,1.06,19.68068
73.36666667,1.06,19.65540333
73.4,1.06,19.63012667
73.43333333,1.06,19.60485
73.46666667,1.06,19.57957333
73.5,1.06,19.55429667
73.53333333,1.06,19.52902
73.56666667,1.06,19.52084667
73.6,1.06,19.51267333
73.63333333,1.06,19.5045
73.66666667,1.06,19.49632667
73.7,1.06,19.48815333
73.73333333,1.06,19.47998
73.76666667,1.06,19.47180667
73.8,1.05756,19.46363333
73.83333333,1.05512,19.45546
73.86666667,1.05268,19.44728667
73.9,1.05024,19.43911333
73.93333333,1.0478,19.43094
73.96666667,1.04536,19.42276667
74,1.01401,19.41459333
74.03333333,0.98266,19.40642
74.06666667,0.95131,19.40656
74.1,0.91996,19.4212
74.13333333,0.88861,19.43584
74.16666667,0.85726,19.45048
74.2,0.82591,19.46512
74.23333333,0.79456,19.47976
74.26666667,0.76321,19.4944
74.3,0.73186,19.50904
74.33333333,0.70051,19.52368
74.36666667,0.66916,19.53832
74.4,0.63781,19.55296
74.43333333,0.60646,19.5676
74.46666667,0.57511,19.58224
74.5,0.54376,19.59688
74.53333333,0.51241,19.61152
74.56666667,0.48106,19.64081
74.6,0.44971,19.65302
74.63333333,0.41836,19.66523
74.66666667,0.38701,19.67744
74.7,0.35566,19.68965
74.73333333,0.32431,19.70186
74.76666667,0.29296,19.71407
74.8,0.26405,19.72628
74.83333333,0.23514,19.73849
74.86666667,0.20623,19.7507
74.9,0.17732,19.76291
74.93333333,0.14841,19.77528
74.96666667,0.1195,19.80377
75,0.102163333,19.83226
75.03333333,0.084826667,19.86075
75.06666667,0.06749,19.88924
75.1,0.050153333,19.91773
75.13333333,0.032816667,19.94622
75.16666667,0.01548,19.97471
75.2,-0.001856667,20.0032
75.23333333,-0.019193333,20.02709333
75.26666667,-0.03653,20.02130667
75.3,-0.053866667,20.01552
75.33333333,-0.071203333,20.00973333
75.36666667,-0.08854,20.00394667
75.4,-0.105876667,19.99816
75.43333333,-0.123213333,19.99237333
75.46666667,-0.14055,19.98658667
75.5,-0.157886667,19.9808
75.53333333,-0.175223333,19.9808
75.56666667,-0.19256,19.9808
75.6,-0.209896667,19.9686
75.63333333,-0.227233333,19.9564
75.66666667,-0.24457,19.9442
75.7,-0.261906667,19.932
75.73333333,-0.279243333,19.9198
75.76666667,-0.29658,19.9076
75.8,-0.313916667,19.8954
75.83333333,-0.331253333,19.8832
75.86666667,-0.34859,19.871
75.9,-0.365926667,19.8588
75.93333333,-0.383263333,19.8466
75.96666667,-0.4006,19.8344
76,-0.394813333,19.81034667
76.03333333,-0.389026667,19.77535
76.06666667,-0.38324,19.74035333
76.1,-0.377453333,19.70535667
76.13333333,-0.371666667,19.67036
76.16666667,-0.36588,19.63536333
76.2,-0.360093333,19.60036667
76.23333333,-0.354426667,19.56537
76.26666667,-0.36085,19.53037333
76.3,-0.367273333,19.49537667
76.33333333,-0.373696667,19.46038
76.36666667,-0.38012,19.42538333
76.4,-0.386543333,19.39038667
76.43333333,-0.392966667,19.35539
76.46666667,-0.39939,19.33405333
76.5,-0.405813333,19.31373667
76.53333333,-0.412236667,19.29342
76.56666667,-0.41866,19.29020667
76.6,-0.425083333,19.28699333
76.63333333,-0.431506667,19.28378
76.66666667,-0.43793,19.28056667
76.7,-0.444353333,19.27735333
76.73333333,-0.450776667,19.27414
76.76666667,-0.4572,19.27092667
76.8,-0.463623333,19.26771333
76.83333333,-0.470046667,19.26504
76.86666667,-0.46182,19.26910667
76.9,-0.44202,19.27317333
76.93333333,-0.445366667,19.27724
76.96666667,-0.43714,19.28130667
77,-0.428936667,19.28537333
77.03333333,-0.420733333,19.28944
77.06666667,-0.41253,19.29350667
77.1,-0.404326667,19.29757333
77.13333333,-0.396123333,19.30164
77.16666667,-0.38792,19.30570667
77.2,-0.379716667,19.30977333
77.23333333,-0.371513333,19.31384
77.26666667,-0.36331,19.31790667
77.3,-0.355106667,19.32197333
77.33333333,-0.346903333,19.32604
77.36666667,-0.3387,19.33336
77.4,-0.330496667,19.35369333
77.43333333,-0.322293333,19.37402667
77.46666667,-0.31409,19.39436
77.5,-0.305886667,19.41469333
77.53333333,-0.297683333,19.43502667
77.56666667,-0.28948,19.4578
77.6,-0.281276667,19.4578
77.63333333,-0.273073333,19.4578
77.66666667,-0.26487,19.4578
77.7,-0.256666667,19.4578
77.73333333,-0.248463333,19.4578
77.76666667,-0.24026,19.4578
77.8,-0.232056667,19.4578
77.83333333,-0.223853333,19.4578
77.86666667,-0.21809,19.4578
77.9,-0.212326667,19.4578
77.93333333,-0.206563333,19.4578
77.96666667,-0.2008,19.4578
78,-0.2008,19.4578
78.03333333,-0.2008,19.4578
78.06666667,-0.2008,19.4578
78.1,-0.2008,19.4578
78.13333333,-0.2008,19.4578
78.16666667,-0.2008,19.4578
78.2,-0.2008,19.4578
78.23333333,-0.2008,19.4578
78.26666667,-0.2008,19.4578
78.3,-0.2008,19.4578
78.33333333,-0.2008,19.4578
78.36666667,-0.2008,19.4578
78.4,-0.2008,19.4578
78.43333333,-0.2008,19.4578
78.46666667,-0.2008,19.4578
78.5,-0.2008,19.4578
78.53333333,-0.2008,19.4578
78.56666667,-0.2008,19.45292
78.6,-0.2008,19.43096
78.63333333,-0.2008,19.409
78.66666667,-0.2008,19.38704
78.7,-0.2008,19.36508
78.73333333,-0.2008,19.34312
78.76666667,-0.2008,19.32116
78.8,-0.2008,19.2992
78.83333333,-0.2008,19.27724
78.86666667,-0.20324,19.25528
78.9,-0.20568,19.23332
78.93333333,-0.20812,19.21136
78.96666667,-0.21056,19.1894
79,-0.236123333,19.16744
79.03333333,-0.261686667,19.14548
79.06666667,-0.28725,19.12352
79.1,-0.312813333,19.10156
79.13333333,-0.338376667,19.0796
79.16666667,-0.36394,19.05764
79.2,-0.389503333,19.03568
79.23333333,-0.415066667,19.01372
79.26666667,-0.44063,18.99176
79.3,-0.466193333,18.9698
79.33333333,-0.491756667,18.94784
79.36666667,-0.51732,18.92588
79.4,-0.542883333,18.90392
79.43333333,-0.568446667,18.88196
79.46666667,-0.59401,18.86
79.5,-0.619573333,18.83804
79.53333333,-0.645136667,18.81608
79.56666667,-0.6707,18.799
79.6,-0.696263333,18.80469333
79.63333333,-0.721826667,18.80912667
79.66666667,-0.74739,18.80334
79.7,-0.772953333,18.79838
79.73333333,-0.798516667,18.7959
79.76666667,-0.82408,18.79342
79.8,-0.849643333,18.79094
79.83333333,-0.875206667,18.78846
79.86666667,-0.891,18.78598
79.9,-0.906793333,18.7835
79.93333333,-0.922586667,18.78848
79.96666667,-0.93838,18.79839
80,-0.919476667,18.8207
80.03333333,-0.900573333,18.8207
80.06666667,-0.88167,18.8207
80.1,-0.862766667,18.8207
80.13333333,-0.843863333,18.8207
80.16666667,-0.82496,18.8207
80.2,-0.806056667,18.8207
80.23333333,-0.787153333,18.8207
80.26666667,-0.76825,18.8207
80.3,-0.749346667,18.8207
80.33333333,-0.730443333,18.8207
80.36666667,-0.71154,18.8207
80.4,-0.692636667,18.8207
80.43333333,-0.673733333,18.8207
80.46666667,-0.65483,18.8207
80.5,-0.635926667,18.8207
80.53333333,-0.617023333,18.8207
80.56666667,-0.59812,18.8207
80.6,-0.579216667,18.8207
80.63333333,-0.560313333,18.8207
80.66666667,-0.54141,18.8207
80.7,-0.522506667,18.8207
80.73333333,-0.503603333,18.8207
80.76666667,-0.4847,18.8207
80.8,-0.465796667,18.81022333
80.83333333,-0.446893333,18.79404
80.86666667,-0.44997,18.78427
80.9,-0.453046667,18.7745
80.93333333,-0.456123333,18.76473
80.96666667,-0.4592,18.75496
81,-0.50276,18.74519
81.03333333,-0.54632,18.73542
81.06666667,-0.58988,18.7339
81.1,-0.63344,18.7339
81.13333333,-0.677,18.7339
81.16666667,-0.72056,18.7339
81.2,-0.76412,18.7339
81.23333333,-0.80768,18.7339
81.26666667,-0.85124,18.7339
81.3,-0.8948,18.7339
81.33333333,-0.93836,18.7339
81.36666667,-0.98192,18.7339
81.4,-1.02548,18.7339
81.43333333,-1.06904,18.7339
81.46666667,-1.1126,18.7339
81.5,-1.15616,18.7339
81.53333333,-1.19972,18.7339
81.56666667,-1.24328,18.71679667
81.6,-1.28684,18.70217333
81.63333333,-1.3304,18.68755
81.66666667,-1.37396,18.67292667
81.7,-1.41752,18.65830333
81.73333333,-1.46108,18.64368
81.76666667,-1.50464,18.63051
81.8,-1.5482,18.62896667
81.83333333,-1.59176,18.62742333
81.86666667,-1.62067,18.62588
81.9,-1.64958,18.62433667
81.93333333,-1.67849,18.62279333
81.96666667,-1.7074,18.62125
82,-1.753646667,18.61970667
82.03333333,-1.799893333,18.61816333
82.06666667,-1.84614,18.61662
82.1,-1.892386667,18.61507667
82.13333333,-1.938633333,18.61353333
82.16666667,-1.98488,18.61199
82.2,-2.031126667,18.61044667
82.23333333,-2.077373333,18.60890333
82.26666667,-2.12362,18.60736
82.3,-2.169866667,18.60581667
82.33333333,-2.216113333,18.60427333
82.36666667,-2.2275,18.60273
82.4,-2.2275,18.60118667
82.43333333,-2.2275,18.59964333
82.46666667,-2.2275,18.5981
82.5,-2.2275,18.59655667
82.53333333,-2.2275,18.58922667
82.56666667,-2.2275,18.58254333
82.6,-2.2275,18.57586
82.63333333,-2.2275,18.56917667
82.66666667,-2.2275,18.56249333
82.7,-2.2275,18.55581
82.73333333,-2.2275,18.54912667
82.76666667,-2.2275,18.54244333
82.8,-2.2275,18.53576
82.83333333,-2.2275,18.52907667
82.86666667,-2.21041,18.52239333
82.9,-2.19332,18.51571
82.93333333,-2.182016667,18.50902667
82.96666667,-2.170713333,18.50234333
83,-2.15941,18.49566
83.03333333,-2.148106667,18.49478667
83.06666667,-2.136803333,18.49391333
83.1,-2.1255,18.50767
83.13333333,-2.114196667,18.52631667
83.16666667,-2.102893333,18.55047
83.2,-2.09159,18.60495667
83.23333333,-2.080286667,18.65944333
83.26666667,-2.068983333,18.71393
83.3,-2.05768,18.73337
83.33333333,-2.046376667,18.7309
83.36666667,-2.035073333,18.72843
83.4,-2.02377,18.72794
83.43333333,-2.012466667,18.73283
83.46666667,-2.001163333,18.73772
83.5,-1.98986,18.74261
83.53333333,-1.978556667,18.7475
83.56666667,-1.967253333,18.74506
83.6,-1.95595,18.74840667
83.63333333,-1.944646667,18.75175333
83.66666667,-1.933343333,18.7551
83.7,-1.92204,18.75844667
83.73333333,-1.910736667,18.76179333
83.76666667,-1.899433333,18.76514
83.8,-1.88813,18.76848667
83.83333333,-1.876826667,18.77183333
83.86666667,-1.877733333,18.77518
83.9,-1.87864,18.75566
83.93333333,-1.87376,18.70765
83.96666667,-1.86888,18.65964
84,-1.864,18.61163
84.03333333,-1.85912,18.56362
84.06666667,-1.85424,18.51561
84.1,-1.84936,18.4676
84.13333333,-1.84448,18.41959
84.16666667,-1.8396,18.38808667
84.2,-1.83472,18.37513333
84.23333333,-1.8334,18.36944
84.26666667,-1.83836,18.36374667
84.3,-1.84332,18.35805333
84.33333333,-1.84828,18.35236
84.36666667,-1.85324,18.34666667
84.4,-1.8582,18.34097333
84.43333333,-1.86316,18.33528
84.46666667,-1.86812,18.33268
84.5,-1.87308,18.33024
84.53333333,-1.87804,18.3278
84.56666667,-1.883,18.31559
84.6,-1.88796,18.30338
84.63333333,-1.89292,18.29117
84.66666667,-1.89788,18.27896
84.7,-1.90284,18.26675
84.73333333,-1.9078,18.25454
84.76666667,-1.91276,18.24233
84.8,-1.91772,18.23012
84.83333333,-1.92268,18.24462
84.86666667,-1.92764,18.26171
84.9,-1.9326,18.2788
84.93333333,-1.954896667,18.29589
84.96666667,-1.977193333,18.31298
85,-1.99949,18.33007
85.03333333,-2.021786667,18.36337333
85.06666667,-2.044083333,18.40325
85.1,-2.043456667,18.44312667
85.13333333,-2.025283333,18.48300333
85.16666667,-2.00711,18.52288
85.2,-1.988936667,18.52570333
85.23333333,-1.970763333,18.50836667
85.26666667,-1.95259,18.49103
85.3,-1.934416667,18.47369333
85.33333333,-1.916243333,18.45635667
85.36666667,-1.89807,18.43902
85.4,-1.879896667,18.42168333
85.43333333,-1.861723333,18.40434667
85.46666667,-1.8471,18.38701
85.5,-1.838626667,18.36967333
85.53333333,-1.830153333,18.35233667
85.56666667,-1.82168,18.335
85.6,-1.813206667,18.34655
85.63333333,-1.804733333,18.3581
85.66666667,-1.79626,18.36965
85.7,-1.787786667,18.3812
85.73333333,-1.779313333,18.39275
85.76666667,-1.77084,18.4043
85.8,-1.762366667,18.41585
85.83333333,-1.753893333,18.4274
85.86666667,-1.72833,18.43895
85.9,-1.702766667,18.4505
85.93333333,-1.677203333,18.46205
85.96666667,-1.65164,18.4736
86,-1.672323333,18.48300333
86.03333333,-1.693006667,18.44312667
86.06666667,-1.71369,18.40325
86.1,-1.734373333,18.36337333
86.13333333,-1.755056667,18.33007
86.16666667,-1.77574,18.31298
86.2,-1.796423333,18.29589
86.23333333,-1.820386667,18.2788
86.26666667,-1.85343,18.26171
86.3,-1.886473333,18.24462
86.33333333,-1.919516667,18.22753
86.36666667,-1.95256,18.21044
86.4,-1.985603333,18.19335
86.43333333,-2.018646667,18.17626
86.46666667,-2.05169,18.15917
86.5,-2.084733333,18.14208
86.53333333,-2.117776667,18.12499
86.56666667,-2.15082,18.11523
86.6,-2.183863333,18.12256
86.63333333,-2.216906667,18.12989
86.66666667,-2.24995,18.13722
86.7,-2.282993333,18.14455
86.73333333,-2.316036667,18.15188
86.76666667,-2.34908,18.15921
86.8,-2.382123333,18.16654
86.83333333,-2.415166667,18.17387
86.86666667,-2.44821,18.1812
86.9,-2.481253333,18.18853
86.93333333,-2.514296667,18.19586
86.96666667,-2.54734,18.20319
87,-2.574596667,18.21052
87.03333333,-2.601853333,18.21785
87.06666667,-2.62911,18.22518
87.1,-2.646446667,18.23251
87.13333333,-2.663783333,18.23984
87.16666667,-2.68112,18.24717
87.2,-2.698456667,18.2545
87.23333333,-2.715793333,18.26183
